Date of Purchase,Purchaser Name,Head Quarter City,Head Quarter State/ Province,Country,Denomination
03-Apr-21,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
09-Nov-23,BHARTI TELEMEDIA LIMITED,New Delhi,Delhi,India,10000000
06-Jul-23,BHASWINI DEVELOPERS,Hyderabad,Telangana,India,10000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,1000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,10000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,1000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,1000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,1000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,10000000
08-Oct-21,BIGC MOBILES PVT LTD,Hyderabad,Telangana,India,1000000
12-Jul-23,BIOLOGICAL E LIMITED,Hyderabad,Telangana,India,10000000
12-Jul-23,BIOLOGICAL E LIMITED,Hyderabad,Telangana,India,10000000
12-Jul-23,BIOLOGICAL E LIMITED,Hyderabad,Telangana,India,10000000
12-Jul-23,BIOLOGICAL E LIMITED,Hyderabad,Telangana,India,10000000
12-Jul-23,BIOLOGICAL E LIMITED,Hyderabad,Telangana,India,10000000
09-Jan-24,BIOVET PVT LTD,Malur,Karnataka,India,10000000
09-Jan-24,BIOVET PVT LTD,Malur,Karnataka,India,10000000
09-Jan-24,BIOVET PVT LTD,Malur,Karnataka,India,10000000
09-Jan-24,BIOVET PVT LTD,Malur,Karnataka,India,10000000
09-Jan-24,BIOVET PVT LTD,Malur,Karnataka,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
27-Jan-23,BIOXGREEN TECHNOLOGY PRIVATE LIMITED,Chennai,Tamil Nadu,India,10000000
15-Nov-22,BIRD WORLDWIDE FLIGHT SERVICES INDIA,New Delhi,Delhi,India,10000000
15-Nov-22,BIRD WORLDWIDE FLIGHT SERVICES INDIA,New Delhi,Delhi,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Dec-22,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
20-Nov-23,BIRLA CARBON INDIA PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
10-Jan-22,BIRLA ESTATES PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
10-Jan-22,BIRLA ESTATES PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
10-Apr-23,BISHOPS WEED FOOD CRAFTS PRIVATE LIMITED,Bengaluru,Karnataka,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
11-Oct-23,BKC PROPERTIES PVT LTD,Mumbai,Maharashtra,India,10000000
07-Jan-22,BLUEBERRY TRADING COMPANY PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
07-Jan-22,BLUEBERRY TRADING COMPANY PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
07-Jan-22,BLUEBERRY TRADING COMPANY PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
07-Jan-22,BLUEBERRY TRADING COMPANY PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
07-Jan-22,BLUEBERRY TRADING COMPANY PRIVATE LIMITED,Mumbai,Maharashtra,India,10000000
12-Oct-23,BLUESTONE COMMODITIES LLP,Ranchi,Jharkhand,India,10000000
12-Oct-23,BLUESTONE COMMODITIES LLP,Ranchi,Jharkhand,India,10000000
09-Apr-21,BM DEALERS LLP,Kolkata,West Bengal,India,1000000
09-Apr-21,BM DEALERS LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFOTECH PRIVATE LIMITED,Kolkata,West Bengal,India,100000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,10000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,10000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
03-Jan-22,BMW INFRASTRUCTURE LLP,Kolkata,West Bengal,India,1000000
12-Jul-23,BOSE CONSTRUCTIONS,Kolkata,West Bengal,India,1000000
12-Jul-23,BOSE CONSTRUCTIONS,Kolkata,West Bengal,India,1000000
12-Jul-23,BOSE CONSTRUCTIONS,Kolkata,West Bengal,India,1000000
12-Jul-23,BOSE CONSTRUCTIONS,Kolkata,West Bengal,India,1000000
12-Jul-23,BOSE CONSTRUCTIONS,Kolkata,West Bengal,India,1000000
08-Apr-22,BRICKS INFRATECH LLP,Hyderabad,Telangana,India,10000000
08-Apr-22,BRICKS INFRATECH LLP,Hyderabad,Telangana,India,10000000
08-Apr-22,BRICKS INFRATECH LLP,Hyderabad,Telangana,India,10000000
08-Apr-22,BRICKS INFRATECH LLP,Hyderabad,Telangana,India,10000000
08-Apr-22,BRICKS INFRATECH LLP,Hyderabad,Telangana,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
08-May-19,BRIGHT STAR INVESTMENTS PVT.LIMITED,Mumbai,Maharashtra,India,10000000
11-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,10000000
12-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,1000000
12-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,1000000
12-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,1000000
12-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,1000000
12-Jul-23,BSCPL INFRASTRUCTURE LIMITED,Hyderabad,Telangana,India,1000000
25-Jan-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,100000
25-Jan-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,100000
25-Jan-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,100000
25-Jan-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,100000
25-Jan-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,100000
11-Apr-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Apr-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Apr-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
11-Jul-23,BUILDOX DEVELOPERS LLP,Hyderabad,Telangana,India,1000000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,1000000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,100000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,100000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,1000000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,100000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,100000
12-Jul-23,BUTTA HOSPITALITIES PVT LTD,Hyderabad,Telangana,India,100000
20-Apr-19,C MACKERTICH PVT LIMITED,Kolkata,West Bengal,India,1000000
20-Apr-19,C MACKERTICH PVT LIMITED,Kolkata,West Bengal,India,1000000
20-Apr-19,C MACKERTICH PVT LIMITED,Kolkata,West Bengal,India,1000000
20-Apr-19,C MACKERTICH PVT LIMITED,Kolkata,West Bengal,India,1000000
12-Apr-23,C R ASSOCIATES,New Delhi,Delhi,India,10000000
12-Apr-23,C R ASSOCIATES,New Delhi,Delhi,India,10000000
12-Apr-23,C R ASSOCIATES,New Delhi,Delhi,India,10000000
12-Apr-23,C R ASSOCIATES,New Delhi,Delhi,India,10000000
12-Apr-23,C R ASSOCIATES,New Delhi,Delhi,India,10000000
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,1000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,1000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,1000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,1000000
07-Jul-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,1000000
10-Apr-23,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,Raipur,Chhatisgarh,India,10000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
10-Apr-23,CANDY SPIRITS PVT LTD,Mumbai,Maharashtra,India,1000000
06-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
06-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
06-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
06-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
06-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
12-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
12-Apr-23,CAPACITE INFRAPROJECTS LTD,Gurugram,Haryana,India,10000000
07-Oct-21,CAPE TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Oct-21,CAPE TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPE TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Oct-21,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Oct-21,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,10000000
07-Jan-22,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,100000
07-Jan-22,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,1000000
07-Jan-22,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,100000
07-Jan-22,CAPSTAN TRADING LLP,Mumbai,Maharashtra,India,100000
